campaignid,sample,latitude,longitude,broad.macroalgae,broad.seagrasses,broad.unconsolidated,broad.sponges,broad.consolidated,broad.stony.corals,broad.ascidians,broad.bryozoa,broad.crinoids,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.true.anemones,broad.sea.stars,broad.total.points.annotated
2007-2014-Geographe-stereo-BRUVs,24,-33.4712,115.2862,3,0,18,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,25,-33.3833,115.0828,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,26,-33.55,115.3236,12,8,1,0,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,27,-33.5464,115.1884,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,28,-33.4272,115.2873,9,2,9,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,29,-33.487,115.1764,14,2,0,4,0,0,0,0,0,0,0,0,0,0,6
2007-2014-Geographe-stereo-BRUVs,30,-33.4241,115.3341,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,31,-33.5986,115.2369,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,32,-33.4808,115.4621,2,21,0,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,33,-33.3528,115.3205,11,3,7,1,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,34,-33.3845,115.0739,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,35,-33.4055,115.4157,9,7,2,0,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,36,-33.4269,115.2077,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,37,-33.3585,115.3721,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24
2007-2014-Geographe-stereo-BRUVs,38,-33.5037,115.1274,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,39,-33.465,115.4329,2,9,12,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,40,-33.472,115.2287,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,41,-33.3679,115.0986,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
2007-2014-Geographe-stereo-BRUVs,42,-33.5425,115.3862,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,44,-33.3984,115.3097,0,2,16,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,45,-33.4446,115.1317,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,47,-33.5485,115.2878,0,3,19,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,48,-33.4028,115.5134,11,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2007-2014-Geographe-stereo-BRUVs,49,-33.3809,115.2721,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,50,-33.4108,115.1742,0,23,0,1,0,0,0,0,0,0,0,0,0,0,24
2007-2014-Geographe-stereo-BRUVs,51,-33.4316,115.4137,19,1,4,1,0,0,0,0,0,0,0,0,0,0,6
2007-2014-Geographe-stereo-BRUVs,52,-33.4927,115.2982,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
2007-2014-Geographe-stereo-BRUVs,53,-33.3582,115.3565,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,54,-33.5131,115.1532,0,10,10,1,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,55,-33.5709,115.2801,0,6,4,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,56,-33.4953,115.2224,0,2,17,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,58,-33.5697,115.3796,4,16,0,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,60,-33.3626,115.5049,9,13,0,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,61,-33.4993,115.1345,3,0,17,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,62,-33.4505,115.3307,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,63,-33.5039,115.2562,2,2,8,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,64,-33.4364,115.5095,5,16,0,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,65,-33.3597,115.2048,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,67,-33.4783,115.0859,0,4,10,0,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,68,-33.3882,115.2426,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,69,-33.3534,115.404,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,70,-33.4159,115.1514,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,72,-33.4625,115.3224,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,73,-33.3718,115.1456,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,75,-33.5893,115.2946,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23
2007-2014-Geographe-stereo-BRUVs,76,-33.413,115.2847,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,77,-33.4558,115.1029,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,78,-33.5076,115.4438,16,7,0,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,79,-33.5874,115.2309,2,0,18,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,81,-33.3788,115.2305,0,4,16,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,82,-33.3955,115.1103,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,83,-33.4694,115.3791,4,16,0,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,84,-33.3965,115.1924,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,86,-33.5405,115.1785,0,12,7,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,88,-33.5011,115.2145,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,89,-33.3828,115.0564,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,90,-33.5333,115.3225,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,91,-33.5396,115.2061,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,92,-33.4176,115.315,0,8,16,0,0,0,0,0,0,0,0,0,0,0,24
2007-2014-Geographe-stereo-BRUVs,93,-33.4813,115.1528,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,95,-33.5175,115.3155,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,96,-33.4489,115.4808,9,12,0,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,97,-33.3847,115.2927,1,1,17,1,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,98,-33.434,115.1727,0,19,0,1,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,101,-33.3886,115.3768,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8
2007-2014-Geographe-stereo-BRUVs,100,-33.4325,115.2142,1,17,0,1,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,102,-33.5185,115.1196,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,103,-33.4581,115.4547,7,13,2,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,104,-33.4597,115.2451,10,0,10,1,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,106,-33.5783,115.3451,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,107,-33.5833,115.1881,7,16,2,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,108,-33.4691,115.1677,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,111,-33.5369,115.3219,5,14,1,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,112,-33.4052,115.5224,11,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,113,-33.3658,115.2779,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,114,-33.3984,115.1639,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,115,-33.4446,115.4065,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,116,-33.4982,115.2864,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,119,-33.4388,115.5567,17,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2007-2014-Geographe-stereo-BRUVs,122,-33.5375,115.4021,1,16,4,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,135,-33.5019,115.4207,12,7,0,1,0,0,0,0,0,0,0,0,0,0,8
2007-2014-Geographe-stereo-BRUVs,139,-33.6033,115.2737,9,11,0,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,151,-33.4768,115.4329,13,9,0,0,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,160,-33.6034,115.2478,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,167,-33.4627,115.4806,8,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,170,-33.5417,115.3698,2,18,0,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,175,-33.5518,115.1228,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,176,-33.59,115.1291,2,18,0,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,183,-33.5688,115.2488,0,8,1,0,0,0,0,0,0,0,0,0,0,0,9
2007-2014-Geographe-stereo-BRUVs,192,-33.4273,115.5756,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,196,-33.5098,115.4045,1,14,0,0,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,199,-33.5975,115.2109,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,207,-33.5738,115.2317,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,208,-33.3873,115.5742,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24
2007-2014-Geographe-stereo-BRUVs,218,-33.5955,115.3031,5,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,234,-33.6032,115.3602,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,240,-33.4388,115.4685,28,3,7,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,247,-33.5561,115.1345,0,3,17,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,256,-33.4083,115.4775,22,0,3,0,0,0,0,0,0,0,0,0,0,0,3
2007-2014-Geographe-stereo-BRUVs,267,-33.5707,115.1362,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,270,-33.5205,115.4206,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,271,-33.5937,115.2133,13,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,282,-33.5572,115.3322,7,14,0,0,0,0,0,0,0,0,0,0,0,0,14
2007-2014-Geographe-stereo-BRUVs,279,-33.5012,115.4379,13,7,0,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,287,-33.594,115.2189,3,14,3,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,288,-33.471,115.4776,14,5,1,0,0,0,0,0,0,0,0,0,0,0,6
2007-2014-Geographe-stereo-BRUVs,314,-33.5869,115.1628,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,327,-33.4892,115.3942,16,1,3,0,0,0,0,0,0,0,0,0,0,0,4
2007-2014-Geographe-stereo-BRUVs,330,-33.5691,115.104,11,0,0,4,0,0,0,0,0,0,0,0,0,0,4
2007-2014-Geographe-stereo-BRUVs,331,-33.6031,115.253,7,11,0,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,335,-33.5771,115.2267,6,5,3,0,0,0,0,0,0,0,0,0,0,0,8
2007-2014-Geographe-stereo-BRUVs,346,-33.6092,115.2393,4,10,6,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,352,-33.4518,115.488,5,12,3,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,362,-33.627,115.2948,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,375,-33.5902,115.2206,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,378,-33.5556,115.3912,0,9,1,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,384,-33.4275,115.5142,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,391,-33.5017,115.4101,2,11,2,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,394,-33.5181,115.382,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,395,-33.6073,115.3444,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,399,-33.6143,115.313,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,400,-33.3576,115.5517,10,4,6,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,407,-33.4882,115.4275,4,14,2,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,416,-33.6148,115.2806,1,15,2,0,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,439,-33.6309,115.2731,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,442,-33.5066,115.4194,14,16,2,0,0,0,0,0,0,0,0,0,0,0,18
2007-2014-Geographe-stereo-BRUVs,443,-33.5698,115.2025,1,14,5,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,448,-33.3965,115.4931,18,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,455,-33.5671,115.182,0,5,14,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,463,-33.5151,115.5044,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,480,-33.3476,115.5777,5,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,492,-33.4638,115.4975,2,18,20,0,0,0,0,0,0,0,0,0,0,0,38
2007-2014-Geographe-stereo-BRUVs,503,-33.5845,115.3098,0,17,3,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,506,-33.5174,115.4165,17,3,0,0,0,0,0,0,0,0,0,0,0,0,3
2007-2014-Geographe-stereo-BRUVs,512,-33.5094,115.4873,2,0,8,0,0,0,0,0,0,0,0,0,0,0,8
2007-2014-Geographe-stereo-BRUVs,523,-33.5634,115.1589,0,19,1,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,527,-33.5894,115.2078,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,538,-33.5839,115.3847,7,5,8,0,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,544,-33.4464,115.4341,4,4,12,1,0,0,0,0,0,0,0,0,0,0,17
2007-2014-Geographe-stereo-BRUVs,551,-33.5735,115.3901,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,554,-33.5577,115.3835,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,567,-33.5867,115.276,0,15,5,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,579,-33.5017,115.3741,11,12,0,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,583,-33.4784,115.3932,16,5,0,2,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,587,-33.5935,115.1874,9,11,0,0,0,0,0,0,0,0,0,0,0,0,11
2007-2014-Geographe-stereo-BRUVs,586,-33.5309,115.386,4,11,5,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,592,-33.5185,115.446,1,21,1,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,599,-33.5021,115.4508,18,4,1,0,0,0,0,0,0,0,0,0,0,0,5
2007-2014-Geographe-stereo-BRUVs,608,-33.4552,115.4703,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6
2007-2014-Geographe-stereo-BRUVs,623,-33.6129,115.1556,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,618,-33.5679,115.3528,18,0,2,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,633,-33.4712,115.4535,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2007-2014-Geographe-stereo-BRUVs,634,-33.5337,115.4141,9,2,0,0,0,0,0,0,0,0,0,0,0,0,2
2007-2014-Geographe-stereo-BRUVs,640,-33.5162,115.4646,12,12,0,1,0,0,0,0,0,0,0,0,0,0,13
2007-2014-Geographe-stereo-BRUVs,647,-33.4926,115.4247,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,650,-33.5131,115.3716,3,10,0,0,0,0,0,0,0,0,0,0,0,0,10
2007-2014-Geographe-stereo-BRUVs,666,-33.5511,115.3572,1,9,11,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,656,-33.3713,115.5504,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,672,-33.4004,115.5357,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,684,-33.5845,115.1735,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
2007-2014-Geographe-stereo-BRUVs,688,-33.6026,115.3181,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,694,-33.5281,115.3499,13,5,0,0,0,0,0,0,0,0,0,0,0,0,5
2007-2014-Geographe-stereo-BRUVs,698,-33.5246,115.4035,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20
2007-2014-Geographe-stereo-BRUVs,704,-33.4848,115.5324,2,13,2,4,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,711,-33.3695,115.5666,0,9,13,0,0,0,0,0,0,0,0,0,0,0,22
2007-2014-Geographe-stereo-BRUVs,719,-33.601,115.2325,2,0,21,0,0,0,0,0,0,0,0,0,0,0,21
2007-2014-Geographe-stereo-BRUVs,720,-33.3599,115.5835,2,1,23,0,0,0,0,0,0,0,0,0,0,0,24
2007-2014-Geographe-stereo-BRUVs,746,-33.5794,115.3571,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
2007-2014-Geographe-stereo-BRUVs,748,-33.3696,115.5138,8,12,0,0,0,0,0,0,0,0,0,0,0,0,12
2007-2014-Geographe-stereo-BRUVs,752,-33.3766,115.5914,6,0,16,0,0,0,0,0,0,0,0,0,0,0,16
2007-2014-Geographe-stereo-BRUVs,759,-33.5759,115.3173,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19
2007-2014-Geographe-stereo-BRUVs,764,-33.3744,115.4961,5,15,0,0,0,0,0,0,0,0,0,0,0,0,15
2007-2014-Geographe-stereo-BRUVs,762,-33.5199,115.4149,37,0,0,1,0,0,0,0,0,0,0,0,0,0,1
